SALARY,STOCKOPT,GVKEY,YEAR,BECAMECEO,LEFTOFC,TITLE,EXEC_LNAME,EXEC_FNAME,GENDER,TICKER,CONAME,PRICEC,STATE
1125.0,-28.009,3221,2007,1/1/1982,4/4/2005,chairman,Ryan,Patrick,MALE,AON,AON PLC,47.69,
1500.0,18.741,3221,2007,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,47.69,
656.25,3.386,3221,2008,1/1/1982,4/4/2005,chairman,Ryan,Patrick,MALE,AON,AON PLC,45.68,
1500.0,3.105,3221,2008,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,45.68,
1500.0,-1.986,3221,2009,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,38.34,
1500.0,99.663,3221,2010,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,46.01,
1500.0,-42.177,3221,2011,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,46.8,
1500.0,5.871,3221,2012,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,55.61,
1500.0,6.385,3221,2013,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,83.89,
1500.0,3.37,3221,2014,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,94.83,
1500.0,112.521,3221,2015,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,92.21,
1500.0,-48.765,3221,2016,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,111.53,
1500.0,-4.103,3221,2017,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,134.0,
1500.0,10.638,3221,2018,4/4/2005,,CEO & Executive Director,Case,Gregory,MALE,AON,AON PLC,145.36,
414.489,,3226,1992,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,19.375,PA
772.958,,3226,1992,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,19.375,PA
500.835,,3226,1993,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,36.0,PA
800.672,,3226,1993,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,36.0,PA
535.0,,3226,1994,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,15.688,PA
800.0,,3226,1994,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,15.688,PA
625.0,,3226,1995,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,18.188,PA
821.36,,3226,1995,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,18.188,PA
625.0,,3226,1996,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,17.813,PA
842.223,,3226,1996,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,17.813,PA
656.25,,3226,1997,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,31.563,PA
870.185,,3226,1997,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,31.563,PA
689.063,,3226,1998,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,58.6875,PA
1000.0,,3226,1998,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,58.6875,PA
1000.0,,3226,1999,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,50.5625,PA
1050.0,,3226,1999,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,50.5625,PA
1050.0,,3226,2000,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,41.75,PA
1102.5,,3226,2000,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,41.75,PA
1102.5,,3226,2001,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,36.0,PA
1171.325,,3226,2001,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,36.0,PA
1238.623,,3226,2002,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,23.57,PA
1265.478,,3226,2002,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,23.57,PA
2001.0,,3226,2003,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,32.79,PA
1601.0,,3226,2003,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,32.79,PA
2101.0,,3226,2004,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,33.28,PA
1681.0,,3226,2004,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,33.28,PA
2368.25,,3226,2005,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,25.92,PA
1765.0,,3226,2005,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,25.92,PA
2501.0,,3226,2006,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,42.33,PA
1853.2,,3226,2006,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,42.33,PA
2638.5,-10.683,3226,2007,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,18.26,PA
1967.81,6.416,3226,2007,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,18.26,PA
2769.365,5.456,3226,2008,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,16.88,PA
332.846,19.361,3226,2008,1/1/1969,1/11/2002,founder & chairman emeritus,Roberts,Ralph,MALE,CMCSA,COMCAST CORP,16.88,PA
2908.483,3.834,3226,2009,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,16.86,PA
2800.761,13.993,3226,2010,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,21.97,PA
2800.761,-13.281,3226,2011,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,23.71,PA
2800.761,8.131,3226,2012,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,37.36,PA
2800.761,7.702,3226,2013,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,51.965,PA
2857.315,5.081,3226,2014,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,58.01,PA
2928.748,9.973,3226,2015,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,56.43,PA
3013.51,-9.062,3226,2016,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,69.05,PA
3103.566,-1.345,3226,2017,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,40.05,PA
3196.313,7.706,3226,2018,1/11/2002,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,34.05,PA
622.9,,3231,1992,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,64.0,TX
566.7,,3231,1992,1/6/1992,30/06/1993,chmn. & CEO,MacDonald,Gerald,MALE,CMA,COMERICA INC,64.0,TX
600.0,,3231,1993,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,26.625,TX
304.692,,3231,1993,1/6/1992,30/06/1993,chmn. & CEO,MacDonald,Gerald,MALE,CMA,COMERICA INC,26.625,TX
600.0,,3231,1994,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,24.375,TX
625.0,,3231,1995,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,40.0,TX
173.085,,3231,1995,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,40.0,TX
675.0,,3231,1996,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,52.375,TX
315.0,,3231,1996,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,52.375,TX
700.0,,3231,1997,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,90.25,TX
325.0,,3231,1997,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,90.25,TX
750.0,,3231,1998,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,68.1875,TX
340.0,,3231,1998,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,68.1875,TX
810.0,,3231,1999,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,46.6875,TX
375.0,,3231,1999,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,46.6875,TX
870.0,,3231,2000,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,59.375,TX
430.0,,3231,2000,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,59.375,TX
970.0,,3231,2001,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,57.3,TX
526.0,,3231,2001,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,57.3,TX
746.154,,3231,2002,30/06/1993,31/12/2001,chairman,Miller,Eugene,MALE,CMA,COMERICA INC,43.24,TX
762.506,,3231,2002,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,43.24,TX
820.0,,3231,2003,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,56.06,TX
850.025,,3231,2004,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,61.02,TX
900.025,,3231,2005,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,56.76,TX
927.025,,3231,2006,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,58.68,TX
960.0,14.47,3231,2007,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,43.53,TX
985.0,-22.939,3231,2008,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,19.85,TX
985.0,-28.265,3231,2009,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,29.57,TX
430.769,,3231,2009,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,29.57,TX
2727.452,145.514,3231,2010,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,42.24,TX
937.042,57.185,3231,2010,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,42.24,TX
1170.873,-5.581,3231,2011,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,25.8,TX
571.393,-7.656,3231,2011,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,25.8,TX
1210.512,3.565,3231,2012,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,30.34,TX
597.692,-12.282,3231,2012,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,30.34,TX
1236.154,-36.899,3231,2013,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,47.54,TX
611.0,-14.677,3231,2013,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,47.54,TX
1261.154,75.02,3231,2014,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,46.84,TX
625.692,12.489,3231,2014,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,46.84,TX
1289.327,-39.356,3231,2015,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,41.83,TX
687.708,17.077,3231,2015,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,41.83,TX
1265.0,44.931,3231,2016,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,68.11,TX
700.0,-0.581,3231,2016,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,68.11,TX
1287.116,21.653,3231,2017,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,86.81,TX
718.577,49.209,3231,2017,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,86.81,TX
1312.116,-16.993,3231,2018,1/1/2002,23/04/2019,Chairman & CEO,"Babb, Jr.",Ralph,MALE,CMA,COMERICA INC,68.69,TX
765.231,11.35,3231,2018,23/04/2019,,"Chairman, CEO & President",Farmer,Curtis,MALE,CMA,COMERICA INC,68.69,TX
957.308,,3243,1992,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,48.375,NY
1018.75,,3243,1993,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,38.875,NY
1025.0,,3243,1994,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,32.375,NY
1025.0,,3243,1995,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,62.625,NY
1025.0,,3243,1996,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,45.375,NY
1466.667,,3243,1996,1/1/1998,18/04/2000,chairman & co-CEO,Reed,John,MALE,C,CITIGROUP INC,45.375,NY
1025.0,,3243,1997,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,53.875,NY
1500.0,,3243,1997,1/1/1998,18/04/2000,chairman & co-CEO,Reed,John,MALE,C,CITIGROUP INC,53.875,NY
1025.0,,3243,1998,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,49.6875,NY
1666.667,,3243,1998,1/1/1998,18/04/2000,chairman & co-CEO,Reed,John,MALE,C,CITIGROUP INC,49.6875,NY
1000.0,,3243,1999,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,55.6875,NY
1000.0,,3243,1999,1/1/1998,18/04/2000,chairman & co-CEO,Reed,John,MALE,C,CITIGROUP INC,55.6875,NY
1000.0,,3243,2000,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,51.0625,NY
301.641,,3243,2000,1/1/1998,18/04/2000,chairman & co-CEO,Reed,John,MALE,C,CITIGROUP INC,51.0625,NY
500.0,,3243,2000,1/1/2003,4/11/2007,former chairman & CEO,"Prince, III",Charles,MALE,C,CITIGROUP INC,51.0625,NY
1000.0,,3243,2001,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,50.48,NY
500.0,,3243,2001,1/1/2003,4/11/2007,former chairman & CEO,"Prince, III",Charles,MALE,C,CITIGROUP INC,50.48,NY
1000.0,,3243,2002,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,35.19,NY
500.0,,3243,2002,1/1/2003,4/11/2007,former chairman & CEO,"Prince, III",Charles,MALE,C,CITIGROUP INC,35.19,NY
1000.0,,3243,2003,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,48.54,NY
638.636,,3243,2003,1/1/2003,4/11/2007,former chairman & CEO,"Prince, III",Charles,MALE,C,CITIGROUP INC,48.54,NY
1000.0,,3243,2004,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,48.18,NY
983.333,,3243,2004,1/1/2003,4/11/2007,former chairman & CEO,"Prince, III",Charles,MALE,C,CITIGROUP INC,48.18,NY
1000.0,,3243,2005,1/1/1998,1/10/2003,chairman,Weill,Sanford,MALE,C,CITIGROUP INC,48.53,NY
1000.0,,3243,2005,1/1/2003,4/11/2007,former chairman & CEO,"Prince, III",Charles,MALE,C,CITIGROUP INC,48.53,NY
1000.0,,3243,2006,1/1/2003,4/11/2007,former chairman & CEO,"Prince, III",Charles,MALE,C,CITIGROUP INC,55.7,NY
1000.0,3.014,3243,2007,1/1/2003,4/11/2007,former chairman & CEO,"Prince, III",Charles,MALE,C,CITIGROUP INC,29.44,NY
373.734,,3243,2007,9/11/2007,11/12/2007,chairman,Bischoff,Winfried,MALE,C,CITIGROUP INC,29.44,NY
250.0,,3243,2007,11/12/2007,16/10/2012,Chief Executive Officer and Director,Pandit,Vikram,MALE,C,CITIGROUP INC,29.44,NY
958.333,1108.393,3243,2008,11/12/2007,16/10/2012,Chief Executive Officer and Director,Pandit,Vikram,MALE,C,CITIGROUP INC,6.71,NY
125.001,-99.663,3243,2009,11/12/2007,16/10/2012,Chief Executive Officer and Director,Pandit,Vikram,MALE,C,CITIGROUP INC,3.31,NY
0.001,-99.999,3243,2010,11/12/2007,16/10/2012,Chief Executive Officer and Director,Pandit,Vikram,MALE,C,CITIGROUP INC,4.73,NY
500.0,,3243,2010,15/10/2012,26/02/2021,CEO & Executive Director,Corbat,Michael,MALE,C,CITIGROUP INC,4.73,NY
1671.37,,3243,2011,11/12/2007,16/10/2012,Chief Executive Officer and Director,Pandit,Vikram,MALE,C,CITIGROUP INC,26.31,NY
500.0,,3243,2011,15/10/2012,26/02/2021,CEO & Executive Director,Corbat,Michael,MALE,C,CITIGROUP INC,26.31,NY
1750.0,-35.689,3243,2012,11/12/2007,16/10/2012,Chief Executive Officer and Director,Pandit,Vikram,MALE,C,CITIGROUP INC,39.56,NY
1049.188,,3243,2012,15/10/2012,26/02/2021,CEO & Executive Director,Corbat,Michael,MALE,C,CITIGROUP INC,39.56,NY
1500.0,41.855,3243,2013,15/10/2012,26/02/2021,CEO & Executive Director,Corbat,Michael,MALE,C,CITIGROUP INC,52.11,NY
1500.0,-17.661,3243,2014,15/10/2012,26/02/2021,CEO & Executive Director,Corbat,Michael,MALE,C,CITIGROUP INC,54.11,NY
1500.0,0.977,3243,2015,15/10/2012,26/02/2021,CEO & Executive Director,Corbat,Michael,MALE,C,CITIGROUP INC,51.75,NY
1500.0,-8.334,3243,2016,15/10/2012,26/02/2021,CEO & Executive Director,Corbat,Michael,MALE,C,CITIGROUP INC,59.43,NY
500.0,,3243,2016,26/02/2021,,CEO & Director,Fraser,Jane,FEMALE,C,CITIGROUP INC,59.43,NY
1500.0,33.029,3243,2017,15/10/2012,26/02/2021,CEO & Executive Director,Corbat,Michael,MALE,C,CITIGROUP INC,74.41,NY
500.0,12.384,3243,2017,26/02/2021,,CEO & Director,Fraser,Jane,FEMALE,C,CITIGROUP INC,74.41,NY
1500.0,35.848,3243,2018,15/10/2012,26/02/2021,CEO & Executive Director,Corbat,Michael,MALE,C,CITIGROUP INC,52.06,NY
500.0,10.004,3243,2018,26/02/2021,,CEO & Director,Fraser,Jane,FEMALE,C,CITIGROUP INC,52.06,NY
1000.0,,3310,1992,1/1/1976,31/07/2000,chairman,Wang,Charles,MALE,CA,CA INC,20.25,NY
300.0,,3310,1992,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,20.25,NY
1000.0,,3310,1993,1/1/1976,31/07/2000,chairman,Wang,Charles,MALE,CA,CA INC,39.9999,NY
400.0,,3310,1993,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,39.9999,NY
1000.0,,3310,1994,1/1/1976,31/07/2000,chairman,Wang,Charles,MALE,CA,CA INC,48.5,NY
650.0,,3310,1994,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,48.5,NY
1000.0,,3310,1995,1/1/1976,31/07/2000,chairman,Wang,Charles,MALE,CA,CA INC,56.875,NY
650.0,,3310,1995,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,56.875,NY
1000.0,,3310,1996,1/1/1976,31/07/2000,chairman,Wang,Charles,MALE,CA,CA INC,49.75,NY
900.0,,3310,1996,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,49.75,NY
1000.0,,3310,1997,1/1/1976,31/07/2000,chairman,Wang,Charles,MALE,CA,CA INC,53.0,NY
900.0,,3310,1997,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,53.0,NY
1000.0,,3310,1998,1/1/1976,31/07/2000,chairman,Wang,Charles,MALE,CA,CA INC,42.625,NY
900.0,,3310,1998,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,42.625,NY
1000.0,,3310,1999,1/1/1976,31/07/2000,chairman,Wang,Charles,MALE,CA,CA INC,69.9375,NY
900.0,,3310,1999,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,69.9375,NY
1000.0,,3310,2000,1/1/1976,31/07/2000,chairman,Wang,Charles,MALE,CA,CA INC,19.5,NY
900.0,,3310,2000,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,19.5,NY
1000.0,,3310,2001,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,34.49,NY
1000.0,,3310,2002,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,13.5,NY
1000.0,,3310,2003,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,27.34,NY
250.0,,3310,2004,1/8/2000,21/04/2004,CEO,Kumar,Sanjay,MALE,CA,CA INC,31.06,NY
359.853,,3310,2004,1/2/2005,31/12/2009,Chief Executive Officer,Swainson,John A.,MALE,CA,CA INC,31.06,NY
563.639,,3310,2004,23/04/2004,1/2/2005,CEO,Cron,Kenneth,MALE,CA,CA INC,31.06,NY
1000.0,,3310,2005,1/2/2005,31/12/2009,Chief Executive Officer,Swainson,John A.,MALE,CA,CA INC,28.19,NY
1000.0,,3310,2006,1/2/2005,31/12/2009,Chief Executive Officer,Swainson,John A.,MALE,CA,CA INC,22.65,NY
1000.0,-5.927,3310,2007,1/2/2005,31/12/2009,Chief Executive Officer,Swainson,John A.,MALE,CA,CA INC,24.95,NY
1000.0,43.095,3310,2008,1/2/2005,31/12/2009,Chief Executive Officer,Swainson,John A.,MALE,CA,CA INC,18.53,NY
958.333,-4.193,3310,2009,1/2/2005,31/12/2009,Chief Executive Officer,Swainson,John A.,MALE,CA,CA INC,22.46,NY
1114.584,,3310,2009,28/01/2010,7/1/2013,Member of Compliance and Risk Committee,McCracken,William,MALE,CA,CA INC,22.46,NY
1000.0,118.416,3310,2010,28/01/2010,7/1/2013,Member of Compliance and Risk Committee,McCracken,William,MALE,CA,CA INC,24.44,NY
1000.0,-3.112,3310,2011,28/01/2010,7/1/2013,Member of Compliance and Risk Committee,McCracken,William,MALE,CA,CA INC,20.215,NY
1000.0,-15.117,3310,2012,28/01/2010,7/1/2013,Member of Compliance and Risk Committee,McCracken,William,MALE,CA,CA INC,21.98,NY
234.849,,3310,2012,7/1/2013,,CEO & Director,Gregoire,Michael,MALE,CA,CA INC,21.98,NY
1000.0,43.766,3310,2013,7/1/2013,,CEO & Director,Gregoire,Michael,MALE,CA,CA INC,33.65,NY
1000.0,1.185,3310,2014,7/1/2013,,CEO & Director,Gregoire,Michael,MALE,CA,CA INC,30.45,NY
1000.0,23.185,3310,2015,7/1/2013,,CEO & Director,Gregoire,Michael,MALE,CA,CA INC,28.56,NY
1000.0,14.779,3310,2016,7/1/2013,,CEO & Director,Gregoire,Michael,MALE,CA,CA INC,31.77,NY
1000.0,5.689,3310,2017,7/1/2013,,CEO & Director,Gregoire,Michael,MALE,CA,CA INC,33.28,NY
800.0,,3362,1992,16/09/1992,1/9/1997,chmn.,Fletcher,Philip,MALE,CAG,CONAGRA BRANDS INC,33.125,IL
800.0,,3362,1993,16/09/1992,1/9/1997,chmn.,Fletcher,Philip,MALE,CAG,CONAGRA BRANDS INC,26.375,IL
896.154,,3362,1994,16/09/1992,1/9/1997,chmn.,Fletcher,Philip,MALE,CAG,CONAGRA BRANDS INC,31.25,IL
900.695,,3362,1995,16/09/1992,1/9/1997,chmn.,Fletcher,Philip,MALE,CAG,CONAGRA BRANDS INC,41.25,IL
900.386,,3362,1996,16/09/1992,1/9/1997,chmn.,Fletcher,Philip,MALE,CAG,CONAGRA BRANDS INC,49.75,IL
548.163,,3362,1996,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,49.75,IL
935.123,,3362,1997,16/09/1992,1/9/1997,chmn.,Fletcher,Philip,MALE,CAG,CONAGRA BRANDS INC,33.125,IL
915.227,,3362,1997,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,33.125,IL
950.437,,3362,1998,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,31.5,IL
950.705,,3362,1999,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,22.6875,IL
950.472,,3362,2000,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,26.0,IL
950.267,,3362,2001,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,23.77,IL
1166.346,,3362,2002,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,25.01,IL
1200.0,,3362,2003,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,26.39,IL
1200.0,,3362,2004,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,29.45,IL
415.385,,3362,2005,1/9/1997,1/10/2005,chairman & CEO,Rohde,Bruce,MALE,CAG,CONAGRA BRANDS INC,20.28,IL
742.308,,3362,2005,1/10/2005,6/4/2015,Special Advisor,Rodkin,Gary,MALE,CAG,CONAGRA BRANDS INC,20.28,IL
1000.0,,3362,2006,1/10/2005,6/4/2015,Special Advisor,Rodkin,Gary,MALE,CAG,CONAGRA BRANDS INC,27.0,IL
